Budget currency,Date,Week,Month,Year,Hour,Advertiser account name,Advertiser account ID,Ad product,Portfolio ID,Portfolio name,Campaign ID,Campaign name,Campaign budget amount,Campaign bid strategy,Campaign rule amount,Campaign cost type,Campaign delivery status,Ad group ID,Ad group name,Ad group delivery status,Advertised product ID,Advertised product SKU,Placement Name,Placement size,Site or app,Placement classification,Target value,Target match type,Search term,Matched target,Impressions,Invalid impression rate,Clicks,Invalid clicks,Viewable CTR (vCTR),CTR,CPC,Viewable rate,Viewable impressions,Total cost,Purchases (all views),Sales (all views),Units sold (all views),Cost per purchase (all views),Purchase rate (all views),Purchase rate over clicks (all views),ROAS (all views),Purchases (new to brand),Purchase rate (new to brand),Detail page views,"Purchases (halo, all views)","Sales (halo, all views)","Units sold (halo, all views)",Detail page view rate,Add to cart,Add to list,Long-term sales,Long-term ROAS,Purchases (combined),ROAS (combined),ROAS from clicks (combined),Sales (combined),Units sold (combined),Cost per purchase (combined),Purchase rate (combined)
USD,"Jan 25, 2026",4,1,2026,16,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,158965072190878,B0F74Q5JXY - Ninja Blender Cups Replacement,"=""391013535933893""",SP Kw Br 32+oz+blender+cups - B0F74Q5JXY,5,legacy,,CPC,ENABLED,"=""554089954899671""",SP Kw Br 32+oz+blender+cups - B0F74Q5JXY,ENABLED,B0F74Q5JXY,TO-2M2N-47CD,,,,Top of Search on-Amazon,32+oz+blender+cups,BROAD,ninja nutri blender pro cups 32 oz,ninja nutri blender pro cups 32 oz,0,,0,0,,,,,0,0.0,1,25.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,26.17,,1,,,25.95,1,0.0,
USD,"Jan 26, 2026",5,1,2026,13,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,62486252007954,B0DLR5LQM1 - Scoring Tools,"=""547677472875661""",Sp Auto CM - B0DLR5LQM1,5,legacy,,CPC,ENABLED,"=""302678729613481""",Sp Auto - B0DLR5LQM1,ENABLED,B0DLR5LQM1,C8-QXEL-FB0G,,,,Top of Search on-Amazon,close-match,TARGETING_EXPRESSION_PREDEFINED,scoring tool for pottery,scoring tool for pottery,0,,0,0,,,,,0,0.0,1,5.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,5.95,,1,,,5.95,1,0.0,
USD,"Jan 24, 2026",4,1,2026,9,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""45581331649981""",SB Prod Col Tea and Coffee Items - B074T2FWJY,5,manual,,CPC,ENABLED,"=""424572662727013""",SB Prod Col Tea and Coffee Items - B074T2FWJY,ENABLED,,,,,,Top of Search on-Amazon,keywords-related-to-your-landing-pages,THEME,coffee filter spoon,coffee filter spoon,0,,0,0,,,,,0,0.0,0,0.0,0,,,,,0,,4,0,0.0,0,,1,1,0.62,,0,,,0.0,0,,
USD,"Jan 25, 2026",4,1,2026,18,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,141786303486095,B074T2FWJY - Heart Tea Infuser,"=""559097248370412""",SP Kw Br Tos tea+infusers - B074T2FWJY,5,legacy,,CPC,ENABLED,"=""552327702284296""",SP Kw Br tea+infusers - B074T2FWJY,ENABLED,B074T2FWJY,LB-SRU9-1SJI,,,,Other on-Amazon,tea+infusers,BROAD,silicone tea infuser flower,silicone tea infuser flower,0,,0,0,,,,,0,0.0,1,9.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,9.62,,1,,,9.95,1,0.0,
USD,"Jan 20, 2026",4,1,2026,19,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,250099214177971,B0F75V7P54 - Ninja Blender Top Replacement Lid,"=""453344895754766""",SP Kw Ex ninja blender replacement lid - B0F75V7P54,7,legacy,,CPC,ENABLED,"=""344215995944783""",SP Kw Ex ninja blender replacement lid - B0F75V7P54,ENABLED,B0F75V7P54,EL-EQQZ-EAJB,,,,Top of Search on-Amazon,ninja blender replacement lid,EXACT,ninja blender replacement lid,ninja blender replacement lid,0,,0,0,,,,,0,0.0,1,20.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,20.61,,1,,,20.95,1,0.0,
USD,"Jan 25, 2026",4,1,2026,14,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,118163182088436,B0DT9QXCC3 - Pour Over Coffee Dripper,"=""423560911548046""",Sp Kw Scavenger - B0DT9QXCC3,5,legacy,,CPC,ENABLED,"=""368781255379665""",Sp Kw Scavenger - B0DT9QXCC3,ENABLED,B0DT9QXCC3,P7-IPNB-14CQ,,,,Other on-Amazon,pour over coffee dripper,BROAD,pour over coffee dripper,pour over coffee dripper,0,,0,0,,,,,0,0.0,1,9.99,1,0.0,,,,0,,0,0,0.0,0,,0,0,9.66,,1,,,9.99,1,0.0,
USD,"Jan 24, 2026",4,1,2026,19,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,206589068159462,B0F74RXW97 - Ninja Blender Blade Replacement for 72 oz Pitcher,"=""506373344560969""",Sp Kw Ex ninja blender blade - B0F74RXW97,6,legacy,,CPC,ENABLED,"=""552319201258916""",Sp Kw Ex ninja blender blade - B0F74RXW97,ENABLED,B0F74RXW97,MO-5EME-L6U2,,,,Detail Page on-Amazon,ninja blender blade,EXACT,ninja blender blades,ninja blender blades,0,,0,0,,,,,0,0.0,1,17.99,1,0.0,,,,0,,0,0,0.0,0,,0,0,17.66,,1,,,17.99,1,0.0,
USD,"Jan 24, 2026",4,1,2026,4,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,232043298537063,B0BYRGS1J9 - Replacement Lids,"=""457312447533301""",SBV Kw Ex - thermoflask lid replacement - B0BYRGS1J9,14,,,CPC,ENABLED,"=""474752024359578""",SBV Kw Ex - thermoflask lid replacement - B0BYRGS1J9,ENABLED,,,,,,Top of Search on-Amazon,thermoflask lid replacement,EXACT,thermo flask replacement lid,thermo flask replacement lid,0,,0,0,,,,,0,0.0,1,14.99,1,0.0,,,,1,,1,0,0.0,0,,1,0,15.28,,1,,,14.99,1,0.0,
USD,"Jan 20, 2026",4,1,2026,16,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,68925360001158,B0F74SWMRF - Ninja Blender Blade Replacement - 7-Fin,"=""37803562969861""",Sp Kw Br ninja blades replacement - B0F74SWMRF,5,legacy,,CPC,ENABLED,"=""300736397690508""",Sp Kw Br ninja blades replacement - B0F74SWMRF,ENABLED,B0F74SWMRF,MA-7YSQ-QFAK,,,,Detail Page on-Amazon,,,ursumer ninja blender blade replacement,ursumer ninja blender blade replacement,0,,0,0,,,,,0,0.0,1,16.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,16.61,,1,,,16.95,1,0.0,
USD,"Jan 22, 2026",4,1,2026,0,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,262970418448725,Scavengers and Tests Ketar,"=""423116379077948""",SP Pt Scavenger,7,legacy,,CPC,ENABLED,"=""351673424984431""",SP Pt Scavenger,ENABLED,B074T2FWJY,LB-SRU9-1SJI,,,,Other on-Amazon,"asin-expanded=""B0CWTVRTCW""",TARGETING_EXPRESSION,B0BPH7ZCLK,B0BPH7ZCLK,0,,0,0,,,,,0,0.0,1,9.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,9.95,,1,,,9.95,1,0.0,
USD,"Jan 24, 2026",4,1,2026,15,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,224357461451146,B0DJT6KZPV - Stainless Steel Ice Pick,"=""458240779273032""",Sp Kw Ex Tos ice picks for breaking ice - B0DJT6KZPV,16,legacy,,CPC,ENABLED,"=""529213783804286""",Sp Kw Ex - ice picks for breaking ice - B0DJT6KZPV,ENABLED,B0DJT6KZPV,8P-WZQ9-1W3R,,,,Top of Search on-Amazon,ice picks for breaking ice,EXACT,ice picks for breaking ice,ice picks for breaking ice,0,,0,0,,,,,0,0.0,1,9.99,1,0.0,,,,0,,0,1,9.99,1,,0,0,9.99,,1,,,9.99,1,0.0,
USD,"Jan 21, 2026",4,1,2026,17,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,90783874260603,B0FMYQSPHC -,"=""372701013925762""",Sp Kw Ex [Vykupy] owala top replacement - B0FMYQSPHC,10,legacy,,CPC,PAUSED,"=""536898274426393""",Sp Kw Ex [Vykupy] owala top replacement - B0FMYQSPHC -,ENABLED,B0FMYQSPHC,QH-2BSG-CAN2,,,,Top of Search on-Amazon,owala top replacement,EXACT,owala top replacement,owala top replacement,0,,0,0,,,,,0,0.0,1,8.95,1,0.0,,,,0,,0,1,8.95,1,,0,0,8.63,,1,,,8.95,1,0.0,
USD,"Jan 20, 2026",4,1,2026,21,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,135041252058689,B0FBRRRV8P - Ear Covers,"=""472737763512983""",SBV Kw Br ear cover for shover - B0FBRRRV8P,10,manual,1500000,CPC,ENABLED,"=""508561452032111""",SBV Kw Br ear cover for shover - B0FBRRRV8P,ENABLED,,,,,,Top of Search on-Amazon,ear cover for shover,BROAD,ear cover for industrial piercings,ear cover for industrial piercings,0,,0,0,,,,,0,0.0,1,8.99,1,0.0,,,,1,,1,0,0.0,0,,1,0,9.28,,1,,,8.99,1,0.0,
USD,"Jan 22, 2026",4,1,2026,19,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,135041252058689,B0FBRRRV8P - Ear Covers,"=""363141083541516""",Sp Kw Ex Tos - ear covers for hair dye - B0FBRRRV8P,10,legacy,,CPC,ENABLED,"=""368144401564016""",Sp Kw Ex - ear covers for hair dye - B0FBRRRV8P,ENABLED,B0FBRRRV8P,XL-RQXL-73BS,,,,Top of Search on-Amazon,ear covers for hair dye,EXACT,ear covers for hair dye,ear covers for hair dye,0,,0,0,,,,,0,0.0,1,8.99,1,0.0,,,,0,,0,0,0.0,0,,0,0,8.66,,1,,,8.99,1,0.0,
USD,"Jan 25, 2026",4,1,2026,15,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,232043298537063,B0BYRGS1J9 - Replacement Lids,"=""414470270483000""",Sp Kw Tos Ex - thermoflask lid replacement - B0BYRGS1J9,10,legacy,,CPC,ENABLED,"=""345067637716128""",replacement lids ( B0BYRGS1J9 ),ENABLED,B0BYRGS1J9,U2-1YIP-GCAF,,,,Top of Search on-Amazon,thermoflask lid replacement,EXACT,thermoflask lid replacement,thermoflask lid replacement,0,,0,0,,,,,0,0.0,1,14.99,1,0.0,,,,0,,0,0,0.0,0,,0,0,15.21,,1,,,14.99,1,0.0,
USD,"Jan 24, 2026",4,1,2026,6,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,135041252058689,B0FBRRRV8P - Ear Covers,"=""457705959103787""",SP Auto CM - B0FBRRRV8P,10,legacy,,CPC,ENABLED,"=""351218643744751""",SP Auto CM - B0FBRRRV8P,ENABLED,B0FBRRRV8P,XL-RQXL-73BS,,,,Other on-Amazon,close-match,TARGETING_EXPRESSION_PREDEFINED,waterproof ear covers for adults,waterproof ear covers for adults,0,,0,0,,,,,0,0.0,1,8.99,1,0.0,,,,0,,0,0,0.0,0,,0,0,8.66,,1,,,8.99,1,0.0,
USD,"Jan 20, 2026",4,1,2026,9,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,141786303486095,B074T2FWJY - Heart Tea Infuser,"=""416941836147775""",Sp Pt B091Z3G716 - B074T2FWJY,5,legacy,,CPC,ENABLED,"=""478962093707153""",Sp Pt B091Z3G716 - B074T2FWJY,ENABLED,B074T2FWJY,LB-SRU9-1SJI,,,,Other on-Amazon,"asin=""B091Z3G716""",TARGETING_EXPRESSION,B091Z3G716,B091Z3G716,0,,0,0,,,,,0,0.0,1,9.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,9.95,,1,,,9.95,1,0.0,
USD,"Jan 22, 2026",4,1,2026,20,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,224357461451146,B0DJT6KZPV - Stainless Steel Ice Pick,"=""458240779273032""",Sp Kw Ex Tos ice picks for breaking ice - B0DJT6KZPV,16,legacy,,CPC,ENABLED,"=""529213783804286""",Sp Kw Ex - ice picks for breaking ice - B0DJT6KZPV,ENABLED,B0DJT6KZPV,8P-WZQ9-1W3R,,,,Top of Search on-Amazon,ice picks for breaking ice,EXACT,ice picks for breaking ice,ice picks for breaking ice,0,,0,0,,,,,0,0.0,1,8.45,1,0.0,,,,0,,0,0,0.0,0,,0,0,8.12,,1,,,8.45,1,0.0,
USD,"Jan 21, 2026",4,1,2026,20,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,135041252058689,B0FBRRRV8P - Ear Covers,"=""524220833177771""",SP Kw Tos - ear covers for shower - B0FBRRRV8P,15,legacy,,CPC,ENABLED,"=""474385609812229""",SP Kw - ear covers for shower - B0FBRRRV8P,ENABLED,B0FBRRRV8P,XL-RQXL-73BS,,,,Top of Search on-Amazon,ear covers for shower,EXACT,ear covers for shower,ear covers for shower,0,,0,0,,,,,0,0.0,1,8.99,1,0.0,,,,0,,0,0,0.0,0,,0,0,8.67,,1,,,8.99,1,0.0,
USD,"Jan 26, 2026",5,1,2026,9,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""45581331649981""",SB Prod Col Tea and Coffee Items - B074T2FWJY,5,manual,,CPC,ENABLED,"=""424572662727013""",SB Prod Col Tea and Coffee Items - B074T2FWJY,ENABLED,,,,,,Other on-Amazon,keywords-related-to-your-landing-pages,THEME,2pcs long-handle stainless steel tea infuser filter stick pipe tea strainer,2pcs long-handle stainless steel tea infuser filter stick pipe tea strainer,0,,0,0,,,,,0,0.0,1,9.95,1,0.0,,,,1,,1,0,0.0,0,,1,0,10.57,,1,,,9.95,1,0.0,
USD,"Jan 24, 2026",4,1,2026,21,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,23346572396872,B08V85NWJS - Foot Covers 200,"=""453633624219048""",Sp Kw Br +feet+masks - B08V85NWJS,4,legacy,,CPC,ENABLED,"=""392099209760090""",Sp Kw Br +feet+masks - B08V85NWJS,ENABLED,B08V85NWJS,W3-JH40-WU6D,,,,Detail Page on-Amazon,+feet+masks,BROAD,foot peel mask,foot peel mask,0,,0,0,,,,,0,0.0,1,8.39,1,0.0,,,,0,,0,0,0.0,0,,0,0,8.06,,1,,,8.39,1,0.0,
USD,"Jan 25, 2026",4,1,2026,0,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,158965072190878,B0F74Q5JXY - Ninja Blender Cups Replacement,"=""411725076666931""",Sp Kw Ex ninja bullet replacement cups - B0F74Q5JXY,5,legacy,,CPC,ENABLED,"=""356813596213188""",Sp Kw Ex ninja bullet replacement cups - B0F74Q5JXY,ENABLED,B0F74Q5JXY,TO-2M2N-47CD,,,,Detail Page on-Amazon,ninja bullet replacement cups,EXACT,ninja bullet replacement cups,ninja bullet replacement cups,0,,0,0,,,,,0,0.0,1,25.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,25.62,,1,,,25.95,1,0.0,
USD,"Jan 20, 2026",4,1,2026,8,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""52856964365632""",SB Pr Col Kw Br Owala Lids - B0FMYQSPHC,10,unknown,,CPC,PAUSED,"=""553820293883634""",SB Pr Col Kw Br Owala Lids - B0FMYQSPHC,ENABLED,B0FMYSZ585,,,,,Top of Search on-Amazon,owala+lid+replacement,BROAD,replacement lid owala,replacement lid owala,0,,0,0,,,,,0,0.0,1,8.95,1,0.0,,,,1,,7,0,0.0,0,,1,0,9.25,,1,,,8.95,1,0.0,
USD,"Jan 21, 2026",4,1,2026,11,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,68925360001158,B0F74SWMRF - Ninja Blender Blade Replacement - 7-Fin,"=""37803562969861""",Sp Kw Br ninja blades replacement - B0F74SWMRF,5,legacy,,CPC,ENABLED,"=""300736397690508""",Sp Kw Br ninja blades replacement - B0F74SWMRF,ENABLED,B0F74SWMRF,MA-7YSQ-QFAK,,,,Other on-Amazon,,,ninja smoothie blade replacement,ninja smoothie blade replacement,0,,0,0,,,,,0,0.0,1,16.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,16.61,,1,,,16.95,1,0.0,
USD,"Jan 21, 2026",4,1,2026,22,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,23346572396872,B08V85NWJS - Foot Covers 200,"=""344573843978177""",Sp Kw Br +bag+for+foot  - B08V85NWJS,15,legacy,,CPC,ENABLED,"=""561167058258243""",Sp Kw Br +bag+for+foot  - B08V85NWJS,ENABLED,B08V85NWJS,W3-JH40-WU6D,,,,Top of Search on-Amazon,+bag+for+foot,BROAD,paraffin wax bags feet xl,paraffin wax bags feet xl,0,,0,0,,,,,0,0.0,1,11.39,1,0.0,,,,0,,0,1,11.39,1,,0,0,11.07,,1,,,11.39,1,0.0,
USD,"Jan 24, 2026",4,1,2026,7,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""426912518240951""",SB Prod Collection Paraffin Bags,10,unknown,,CPC,ENABLED,"=""553381897147793""",SB Prod Collection Paraffin Bags,ENABLED,,,,,,Top of Search on-Amazon,keywords-related-to-your-landing-pages,THEME,plastic foot liner,plastic foot liner,0,,0,0,,,,,0,0.0,1,8.39,1,0.0,,,,1,,2,0,0.0,0,,0,0,8.68,,1,,,8.39,1,0.0,
USD,"Jan 20, 2026",4,1,2026,10,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,135041252058689,B0FBRRRV8P - Ear Covers,"=""472737763512983""",SBV Kw Br ear cover for shover - B0FBRRRV8P,10,manual,1500000,CPC,ENABLED,"=""508561452032111""",SBV Kw Br ear cover for shover - B0FBRRRV8P,ENABLED,,,,,,Other on-Amazon,ear cover for shover,BROAD,ear net,ear net,0,,0,0,,,,,0,0.0,1,8.99,1,0.0,,,,1,,2,0,0.0,0,,1,0,9.29,,1,,,8.99,1,0.0,
USD,"Jan 26, 2026",5,1,2026,13,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,141786303486095,B074T2FWJY - Heart Tea Infuser,"=""559097248370412""",SP Kw Br Tos tea+infusers - B074T2FWJY,5,legacy,,CPC,ENABLED,"=""552327702284296""",SP Kw Br tea+infusers - B074T2FWJY,ENABLED,B074T2FWJY,LB-SRU9-1SJI,,,,Detail Page on-Amazon,tea+infusers,BROAD,myuiao tea infuser spoon,myuiao tea infuser spoon,0,,0,0,,,,,0,0.0,1,9.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,9.95,,1,,,9.95,1,0.0,
USD,"Jan 21, 2026",4,1,2026,4,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,68925360001158,B0F74SWMRF - Ninja Blender Blade Replacement - 7-Fin,"=""37803562969861""",Sp Kw Br ninja blades replacement - B0F74SWMRF,5,legacy,,CPC,ENABLED,"=""300736397690508""",Sp Kw Br ninja blades replacement - B0F74SWMRF,ENABLED,B0F74SWMRF,MA-7YSQ-QFAK,,,,Top of Search on-Amazon,,,ninja blender duo with iq blade replacement bl641,ninja blender duo with iq blade replacement bl641,0,,0,0,,,,,0,0.0,1,16.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,16.61,,1,,,16.95,1,0.0,
USD,"Jan 23, 2026",4,1,2026,19,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,135041252058689,B0FBRRRV8P - Ear Covers,"=""472737763512983""",SBV Kw Br ear cover for shover - B0FBRRRV8P,10,manual,1500000,CPC,ENABLED,"=""508561452032111""",SBV Kw Br ear cover for shover - B0FBRRRV8P,ENABLED,,,,,,Other on-Amazon,ear cover for shover,BROAD,ear protection for showering,ear protection for showering,0,,0,0,,,,,0,0.0,0,0.0,0,,,,,0,,4,0,0.0,0,,1,1,0.62,,0,,,0.0,0,,
CAD,"Jan 24, 2026",4,1,2026,20,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,102242781023465,B0DT9QXCC3 - Pour Over Coffee Dripper,"=""22218124093664""",Sp Pt - B0DT9QXCC3,5,legacy,,CPC,ENABLED,"=""558259306520823""",Sp Pt - B0DT9QXCC3,ENABLED,B0DT9QXCC3,01-X8ZR-IKH2,,,,Detail Page on-Amazon,,,B09CQ7Y37D,B09CQ7Y37D,0,,0,0,,,,,0,0.0,1,19.99,1,0.0,,,,0,,0,0,0.0,0,,0,0,19.84,,1,,,19.99,1,0.0,
USD,"Jan 21, 2026",4,1,2026,7,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,68925360001158,B0F74SWMRF - Ninja Blender Blade Replacement - 7-Fin,"=""37803562969861""",Sp Kw Br ninja blades replacement - B0F74SWMRF,5,legacy,,CPC,ENABLED,"=""300736397690508""",Sp Kw Br ninja blades replacement - B0F74SWMRF,ENABLED,B0F74SWMRF,MA-7YSQ-QFAK,,,,Top of Search on-Amazon,,,nutri ninja replacement blade,nutri ninja replacement blade,0,,0,0,,,,,0,0.0,1,16.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,16.61,,1,,,16.95,1,0.0,
USD,"Jan 20, 2026",4,1,2026,14,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""52856964365632""",SB Pr Col Kw Br Owala Lids - B0FMYQSPHC,10,unknown,,CPC,PAUSED,"=""553820293883634""",SB Pr Col Kw Br Owala Lids - B0FMYQSPHC,ENABLED,B0FMYSZ585,,,,,Top of Search on-Amazon,owala+lid+replacement,BROAD,owala replacement lid,owala replacement lid,0,,0,0,,,,,0,0.0,1,17.9,2,0.0,,,,1,,2,0,0.0,0,,1,0,18.2,,1,,,17.9,2,0.0,
USD,"Jan 26, 2026",5,1,2026,14,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,224357461451146,B0DJT6KZPV - Stainless Steel Ice Pick,"=""386015903754126""",Sp Kw Ex Tos ice pick tool - B0DJT6KZPV,4,legacy,,CPC,ENABLED,"=""527968701590635""",Sp Kw Ex - ice pick tool - B0DJT6KZPV,ENABLED,B0DJT6KZPV,8P-WZQ9-1W3R,,,,Top of Search on-Amazon,ice pick tool,EXACT,ice pick tool,ice pick tool,0,,0,0,,,,,0,0.0,1,8.45,1,0.0,,,,0,,0,0,0.0,0,,0,0,8.45,,1,,,8.45,1,0.0,
USD,"Jan 22, 2026",4,1,2026,16,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,104012156039667,B0FVMLDMCD - Tea Diffusers for Loose Tea,"=""438060466676807""",SP Kw Br Ros +tea+infusers - B0FVMLDMCD,5,optimizeForSales,,CPC,PAUSED,"=""474168134796912""",SP Kw Br Ros +tea+infusers - B0FVMLDMCD,ENABLED,B0FVMLDMCD,EB-FPLL-MZ5E,,,,Other on-Amazon,+tea+infusers,BROAD,tea ball infuser,tea ball infuser,0,,0,0,,,,,0,0.0,1,11.99,1,0.0,,,,0,,0,0,0.0,0,,0,0,11.66,,1,,,11.99,1,0.0,
USD,"Jan 26, 2026",5,1,2026,8,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,232043298537063,B0BYRGS1J9 - Replacement Lids,"=""457312447533301""",SBV Kw Ex - thermoflask lid replacement - B0BYRGS1J9,14,,,CPC,ENABLED,"=""474752024359578""",SBV Kw Ex - thermoflask lid replacement - B0BYRGS1J9,ENABLED,,,,,,Top of Search on-Amazon,thermoflask lid replacement,EXACT,thermoflask lid replacement,thermoflask lid replacement,0,,0,0,,,,,0,0.0,1,29.98,2,0.0,,,,1,,3,0,0.0,0,,1,0,29.98,,1,,,29.98,2,0.0,
USD,"Jan 25, 2026",4,1,2026,15,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,135041252058689,B0FBRRRV8P - Ear Covers,"=""542263819266448""",Sp Kw Ex Ros ear covers - B0FBRRRV8P,5,legacy,,CPC,ENABLED,"=""440378610552129""",Sp Kw Ex - ear covers - B0FBRRRV8P,ENABLED,B0FBRRRV8P,XL-RQXL-73BS,,,,Top of Search on-Amazon,ear covers,EXACT,ear covers,ear covers,0,,0,0,,,,,0,0.0,1,8.99,1,0.0,,,,0,,0,0,0.0,0,,0,0,8.66,,1,,,8.99,1,0.0,
USD,"Jan 22, 2026",4,1,2026,16,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,135041252058689,B0FBRRRV8P - Ear Covers,"=""524220833177771""",SP Kw Tos - ear covers for shower - B0FBRRRV8P,15,legacy,,CPC,ENABLED,"=""474385609812229""",SP Kw - ear covers for shower - B0FBRRRV8P,ENABLED,B0FBRRRV8P,XL-RQXL-73BS,,,,Top of Search on-Amazon,ear covers for shower,EXACT,ear covers for shower,ear covers for shower,0,,0,0,,,,,0,0.0,1,8.99,1,0.0,,,,0,,0,0,0.0,0,,0,0,8.66,,1,,,8.99,1,0.0,
USD,"Jan 25, 2026",4,1,2026,14,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,262970418448725,Scavengers and Tests Ketar,"=""423116379077948""",SP Pt Scavenger,7,legacy,,CPC,ENABLED,"=""351673424984431""",SP Pt Scavenger,ENABLED,B0F74W7RWV,RQ-FY2C-TUV2,,,,Detail Page on-Amazon,"asin-expanded=""B0873BKL5R""",TARGETING_EXPRESSION,B099K8GPKR,B099K8GPKR,0,,0,0,,,,,0,0.0,1,20.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,20.62,,1,,,20.95,1,0.0,
