Budget currency,Date,Week,Month,Year,Hour,Advertiser account ID,Advertiser account name,Ad product,Portfolio ID,Portfolio name,Campaign ID,Campaign name,Campaign budget amount,Campaign delivery status,Campaign bid strategy,Campaign rule amount,Campaign cost type,Ad group ID,Ad group name,Ad group delivery status,Advertised product ID,Advertised product SKU,Placement Name,Placement size,Site or app,Placement classification,Target value,Target match type,Search term,Matched target,Impressions,Invalid impression rate,Clicks,Invalid clicks,Viewable CTR (vCTR),CTR,CPC,Viewable rate,Viewable impressions,Total cost,Purchases (all views),Sales (all views),Units sold (all views),Cost per purchase (all views),Purchase rate (all views),Purchase rate over clicks (all views),ROAS (all views),Purchases (new to brand),Purchase rate (new to brand),Detail page views,"Purchases (halo, all views)","Sales (halo, all views)","Units sold (halo, all views)",Detail page view rate,Add to cart,Add to list,Long-term sales,Long-term ROAS,Purchases (combined),ROAS (combined),ROAS from clicks (combined),Sales (combined),Units sold (combined),Cost per purchase (combined),Purchase rate (combined)
USD,"Jan 27, 2026",5,1,2026,17,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,137886423153913,B0776QYR57 - Nail Swatch Sticks 200Pcs,"=""462396908340020""",SPV Kw Ex Tos Ros- nail swatch stick - B0776QYR57,25,ENABLED,legacy,3750000,CPC,"=""540171739194466""",B0776QYR57-SP-Ext-nail swatch stick,ENABLED,B0776QYR57,JA-2HQA-0I4J,,,,Top of Search on-Amazon,nail swatch stick,EXACT,nail swatch sticks,nail swatch sticks,0,,0,0,,,,,0,0.0,1,7.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,7.95,,1,,,7.95,1,0.0,
USD,"Jan 26, 2026",5,1,2026,10,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,75642055213466,B0B6FYGWS1 - Realistic Crab Toy,"=""386832428462588""",Sp Auto Tos - B0B6FYGWS1,5,ENABLED,legacy,,CPC,"=""418319939248292""",Sp Auto Tos - B0B6FYGWS1,ENABLED,B0B6FYGWS1,IA-0988-99K2,,,,Detail Page on-Amazon,close-match,TARGETING_EXPRESSION_PREDEFINED,crabs decor,crabs decor,0,,0,0,,,,,0,0.0,1,12.45,1,0.0,,,,0,,0,0,0.0,0,,0,0,12.03,,1,,,12.45,1,0.0,
USD,"Jan 21, 2026",4,1,2026,18,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,197265869679869,B08V7GSSYS - Defrosting Tray,"=""365191395086475""",Sp KW Ex rel cat - B08V7GSSYS,10,ENABLED,legacy,1500000,CPC,"=""533688988887401""",Sp KW Ex rel cat low bid - B08V7GSSYS,ENABLED,B08V7GSSYS,RM-7ZKA-A5LD,,,,Other on-Amazon,"keyword-group=""Keywords related to your product category""",TARGETING_EXPRESSION,large defrosting tray,large defrosting tray,0,,0,0,,,,,0,0.0,1,16.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,16.53,,1,,,16.95,1,0.0,
USD,"Jan 25, 2026",4,1,2026,16,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,137886423153913,B0776QYR57 - Nail Swatch Sticks 200Pcs,"=""462396908340020""",SPV Kw Ex Tos Ros- nail swatch stick - B0776QYR57,25,ENABLED,legacy,3750000,CPC,"=""540171739194466""",B0776QYR57-SP-Ext-nail swatch stick,ENABLED,B0776QYR57,JA-2HQA-0I4J,,,,Detail Page on-Amazon,nail swatch stick,EXACT,nail swatch sticks,nail swatch sticks,0,,0,0,,,,,0,0.0,2,15.9,2,0.0,,,,0,,0,0,0.0,0,,0,0,15.14,,2,,,15.9,2,0.0,
USD,"Jan 22, 2026",4,1,2026,18,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,258730673842577,B0917J3DBG - Hose Clamp Pliers,"=""411090563081944""",Sp Kw Br +hose+clamp+pliers - B0917J3DBG,6,ENABLED,legacy,,CPC,"=""430105112312244""",Sp Kw Br +HOSE +CLAMP +PLIERS - B0917J3DBG,ENABLED,B0917J3DBG,ZP-NXDK-UGDV,,,,Top of Search on-Amazon,+hose+clamp+pliers,BROAD,pliers tool for removing radiator hose,pliers tool for removing radiator hose,0,,0,0,,,,,0,0.0,1,14.45,1,0.0,,,,0,,0,0,0.0,0,,0,0,14.02,,1,,,14.45,1,0.0,
USD,"Jan 23, 2026",4,1,2026,13,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,137886423153913,B0776QYR57 - Nail Swatch Sticks 200Pcs,"=""462396908340020""",SPV Kw Ex Tos Ros- nail swatch stick - B0776QYR57,25,ENABLED,legacy,3750000,CPC,"=""540171739194466""",B0776QYR57-SP-Ext-nail swatch stick,ENABLED,B0776QYR57,JA-2HQA-0I4J,,,,Top of Search on-Amazon,nail swatch stick,EXACT,nail swatch sticks,nail swatch sticks,0,,0,0,,,,,0,0.0,1,7.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,7.55,,1,,,7.95,1,0.0,
USD,"Jan 25, 2026",4,1,2026,6,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,193806455870425,B089YTQ1RL - Plastic Bobbins 360,"=""337548307212359""",Sp Kw Ex - floss bobbins - B089YTQ1RL,5,ENABLED,legacy,,CPC,"=""316371355871265""",Exact,ENABLED,B089YTQ1RL,69-AUCB-U9L1,,,,Other on-Amazon,floss bobbins,EXACT,floss bobbins,floss bobbins,0,,0,0,,,,,0,0.0,1,9.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,9.53,,1,,,9.95,1,0.0,
USD,"Jan 25, 2026",4,1,2026,14,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,168395887663498,B075R3XR7Y - 4Pcs Cocktail Spoon Long,"=""248883484112752""",Sp KW Ex Tos - bar spoon cocktail mixing spoon - B075R3XR7Y,5,ENABLED,legacy,,CPC,"=""180573581513880""",Exact,ENABLED,B075R3XR7Y,EM-5VD0-2FC5,,,,Top of Search on-Amazon,bar spoon cocktail mixing spoon,EXACT,bar spoon cocktail mixing spoon,bar spoon cocktail mixing spoon,0,,0,0,,,,,0,0.0,1,9.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,9.53,,1,,,9.95,1,0.0,
USD,"Jan 26, 2026",5,1,2026,13,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,168395887663498,B075R3XR7Y - 4Pcs Cocktail Spoon Long,"=""314388380889725""",SP Kw Ex - cocktail stirrers - B075R3XR7Y,10,ENABLED,legacy,1500000,CPC,"=""398260292911631""",B075R3XR7Y-SP-Ext-cocktail stirrers,ENABLED,B075R3XR7Y,EM-5VD0-2FC5,,,,Top of Search on-Amazon,cocktail stirrers,EXACT,cocktail stirrers,cocktail stirrers,0,,0,0,,,,,0,0.0,1,9.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,9.53,,1,,,9.95,1,0.0,
USD,"Jan 21, 2026",4,1,2026,15,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,151517480097056,B0CMQY8L5X - 100 Pcs Cross Nail Charms,"=""305720133121670""",SP Kw Br +nail+charms - B0CMQY8L5X,5,ENABLED,legacy,,CPC,"=""460082070452106""",SP Kw Br +nail+charms - B0CMQY8L5X,ENABLED,B0CMQY8L5X,BQ-OBU0-RU8S,,,,Detail Page on-Amazon,+nail+charms,BROAD,charms for nails,charms for nails,0,,0,0,,,,,0,0.0,1,6.99,1,0.0,,,,0,,0,0,0.0,0,,0,0,6.59,,1,,,6.99,1,0.0,
USD,"Jan 23, 2026",4,1,2026,17,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,137886423153913,B0776QYR57 - Nail Swatch Sticks 200Pcs,"=""402416760984794""",Sp KW Br +nail+swatch+sticks - B0776QYR57,7,ENABLED,legacy,,CPC,"=""393089500691090""",Sp KW Br - Nail Swatch Sticks - B0776QYR57,ENABLED,B0776QYR57,JA-2HQA-0I4J,,,,Top of Search on-Amazon,+nail+swatch+sticks,BROAD,200 pcs nail swatch sticks,200 pcs nail swatch sticks,0,,0,0,,,,,0,0.0,1,7.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,7.55,,1,,,7.95,1,0.0,
USD,"Jan 23, 2026",4,1,2026,7,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,193806455870425,B089YTQ1RL - Plastic Bobbins 360,"=""356053693255431""",Sp Kw Br +bobbins+plastic - B089YTQ1RL,5,ENABLED,legacy,,CPC,"=""297309674993345""",B089YTQ1RL-SP-Broad-bobbins plastic,ENABLED,B089YTQ1RL,69-AUCB-U9L1,,,,Top of Search on-Amazon,+bobbins+plastic,BROAD,embroidery floss plastic bobbins,embroidery floss plastic bobbins,0,,0,0,,,,,0,0.0,1,9.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,9.52,,1,,,9.95,1,0.0,
USD,"Jan 22, 2026",4,1,2026,14,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,137886423153913,B0776QYR57 - Nail Swatch Sticks 200Pcs,"=""494473176013978""",SP Kw Ex - nail swatch - B0776QYR57,20,ENABLED,legacy,,CPC,"=""525954610673823""",B0776QYR57-SP-Ext-nail swatch,ENABLED,B0776QYR57,JA-2HQA-0I4J,,,,Top of Search on-Amazon,nail swatch,EXACT,nail swatches,nail swatches,0,,0,0,,,,,0,0.0,2,15.9,2,0.0,,,,0,,0,0,0.0,0,,0,0,15.1,,2,,,15.9,2,0.0,
USD,"Jan 25, 2026",4,1,2026,15,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,137886423153913,B0776QYR57 - Nail Swatch Sticks 200Pcs,"=""462396908340020""",SPV Kw Ex Tos Ros- nail swatch stick - B0776QYR57,25,ENABLED,legacy,3750000,CPC,"=""540171739194466""",B0776QYR57-SP-Ext-nail swatch stick,ENABLED,B0776QYR57,JA-2HQA-0I4J,,,,Top of Search on-Amazon,nail swatch stick,EXACT,nail swatch sticks,nail swatch sticks,0,,0,0,,,,,0,0.0,2,15.9,2,0.0,,,,0,,0,0,0.0,0,,0,0,15.08,,2,,,15.9,2,0.0,
USD,"Jan 25, 2026",4,1,2026,16,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,137886423153913,B0776QYR57 - Nail Swatch Sticks 200Pcs,"=""494473176013978""",SP Kw Ex - nail swatch - B0776QYR57,20,ENABLED,legacy,,CPC,"=""525954610673823""",B0776QYR57-SP-Ext-nail swatch,ENABLED,B0776QYR57,JA-2HQA-0I4J,,,,Top of Search on-Amazon,nail swatch,EXACT,nail swatches,nail swatches,0,,0,0,,,,,0,0.0,1,7.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,7.57,,1,,,7.95,1,0.0,
USD,"Jan 24, 2026",4,1,2026,17,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,163180373102887,B0DNCW774C - Hose Pinch Off Pliers,"=""505026112758181""",Sp KW Ex - pinch off pliers - B0DNCW774C,4,ENABLED,legacy,,CPC,"=""409175202448123""",Sp KW Ex - pinch off pliers - B0DNCW774C,ENABLED,B0DNCW774C,68-B8JY-QH43,,,,Detail Page on-Amazon,pinch off pliers,EXACT,pinch off pliers,pinch off pliers,0,,0,0,,,,,0,0.0,1,15.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,15.53,,1,,,15.95,1,0.0,
USD,"Jan 25, 2026",4,1,2026,11,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,137886423153913,B0776QYR57 - Nail Swatch Sticks 200Pcs,"=""494473176013978""",SP Kw Ex - nail swatch - B0776QYR57,20,ENABLED,legacy,,CPC,"=""525954610673823""",B0776QYR57-SP-Ext-nail swatch,ENABLED,B0776QYR57,JA-2HQA-0I4J,,,,Top of Search on-Amazon,nail swatch,EXACT,nail swatches,nail swatches,0,,0,0,,,,,0,0.0,3,23.45,3,0.0,,,,0,,0,0,0.0,0,,0,0,22.27,,3,,,23.45,3,0.0,
USD,"Jan 27, 2026",5,1,2026,5,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,137886423153913,B0776QYR57 - Nail Swatch Sticks 200Pcs,"=""546481812728078""",Sp KW Ex Tos Ros - nail polish swatches - B0776QYR57,10,ENABLED,manual,,CPC,"=""417013540053508""",Sp KW Ex - nail polish swatches - B0776QYR57,ENABLED,B0776QYR57,JA-2HQA-0I4J,,,,Top of Search on-Amazon,nail polish swatches,EXACT,nail polish swatches,nail polish swatches,0,,0,0,,,,,0,0.0,1,7.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,7.95,,1,,,7.95,1,0.0,
USD,"Jan 25, 2026",4,1,2026,15,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,197265869679869,B08V7GSSYS - Defrosting Tray,"=""519146975623090""",SP Kw Ex Hv defrosting tray - B08V7GSSYS,15,ENABLED,legacy,,CPC,"=""438515996800536""",SP Kw Ex Hv defrosting tray - B08V7GSSYS,ENABLED,B08V7GSSYS,RM-7ZKA-A5LD,,,,Top of Search on-Amazon,defrosting tray,EXACT,defrosting tray,defrosting tray,0,,0,0,,,,,0,0.0,2,33.9,2,0.0,,,,0,,0,0,0.0,0,,0,0,33.63,,2,,,33.9,2,0.0,
USD,"Jan 21, 2026",4,1,2026,14,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,273587567594476,B08PKPR7LP - 8Pcs Cocktail Spoon Long,"=""322462466565877""",Sp Pt B086YGF75J - B08PKPR7LP,12,ENABLED,legacy,,CPC,"=""311671264750557""",Sp Pt B086YGF75J - B08PKPR7LP,ENABLED,B08PKPR7LP,TY-Q1XV-A8N7,,,,Top of Search on-Amazon,"asin=""B086YGF75J""",TARGETING_EXPRESSION,B086YGF75J,B086YGF75J,0,,0,0,,,,,0,0.0,1,15.75,1,0.0,,,,0,,0,0,0.0,0,,0,0,15.32,,1,,,15.75,1,0.0,
USD,"Jan 23, 2026",4,1,2026,17,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,273587567594476,B08PKPR7LP - 8Pcs Cocktail Spoon Long,"=""322462466565877""",Sp Pt B086YGF75J - B08PKPR7LP,12,ENABLED,legacy,,CPC,"=""311671264750557""",Sp Pt B086YGF75J - B08PKPR7LP,ENABLED,B08PKPR7LP,TY-Q1XV-A8N7,,,,Top of Search on-Amazon,"asin=""B086YGF75J""",TARGETING_EXPRESSION,coctail stirrers,coctail stirrers,0,,0,0,,,,,0,0.0,1,16.75,1,0.0,,,,0,,0,0,0.0,0,,0,0,16.32,,1,,,16.75,1,0.0,
USD,"Jan 26, 2026",5,1,2026,7,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,258730673842577,B0917J3DBG - Hose Clamp Pliers,"=""5297652143389""",Sp Kw Ex HOSE CLAMP PLIERS - B0917J3DBG,10,ENABLED,legacy,1500000,CPC,"=""270387149916530""",Exact,ENABLED,B0917J3DBG,ZP-NXDK-UGDV,,,,Other on-Amazon,hose clamp pliers,EXACT,hose clamp pliers,hose clamp pliers,0,,0,0,,,,,0,0.0,1,14.45,1,0.0,,,,0,,0,0,0.0,0,,0,0,14.03,,1,,,14.45,1,0.0,
USD,"Jan 24, 2026",4,1,2026,14,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,168395887663498,B075R3XR7Y - 4Pcs Cocktail Spoon Long,"=""373820645058239""",SpV Pt B086YGF75J - B075R3XR7Y,15,ENABLED,legacy,,CPC,"=""356063657061236""",Product,ENABLED,B075R3XR7Y,EM-5VD0-2FC5,,,,Top of Search on-Amazon,"asin=""B086YGF75J""",TARGETING_EXPRESSION,bar spoons long stir stainless steel metal,bar spoons long stir stainless steel metal,0,,0,0,,,,,0,0.0,1,9.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,9.52,,1,,,9.95,1,0.0,
USD,"Jan 23, 2026",4,1,2026,21,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,208654278465169,B00XVF6Z3C - Heart spoons,"=""361367957977258""",Sp Kw Ex - heart shaped spoons - B00XVF6Z3C,5,ENABLED,legacy,,CPC,"=""395125040146522""",SP- KW Ext heart shaped spoons-B00XVF6Z3C,ENABLED,B00XVF6Z3C,II-LXDF-8CBW,,,,Other on-Amazon,heart shaped spoons,EXACT,heart shape spoons,heart shape spoons,0,,0,0,,,,,0,0.0,1,8.85,1,0.0,,,,0,,0,0,0.0,0,,0,0,8.42,,1,,,8.85,1,0.0,
USD,"Jan 21, 2026",4,1,2026,17,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,168395887663498,B075R3XR7Y - 4Pcs Cocktail Spoon Long,"=""311781129082948""",SpV Pt B00IRY8CJ2 - B075R3XR7Y,7,ENABLED,legacy,,CPC,"=""505512007852612""",Product,ENABLED,B075R3XR7Y,EM-5VD0-2FC5,,,,Top of Search on-Amazon,"asin=""B00IRY8CJ2""",TARGETING_EXPRESSION,B00IRY8CJ2,B00IRY8CJ2,0,,0,0,,,,,0,0.0,1,9.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,9.53,,1,,,9.95,1,0.0,
USD,"Jan 23, 2026",4,1,2026,18,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,203930799242169,B0DNCWTN1D - 200 Pcs Ball Bead Chain,"=""514036871977363""",Sp KW Br List - B0DNCWTN1D,5,ENABLED,legacy,,CPC,"=""462454408355001""",Sp KW Br List - B0DNCWTN1D,ENABLED,B0DNCWTN1D,9D-WOSR-4H7Q,,,,Other on-Amazon,bulk key chain,BROAD,keychain color chains,keychain color chains,0,,0,0,,,,,0,0.0,1,8.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,8.52,,1,,,8.95,1,0.0,
USD,"Jan 25, 2026",4,1,2026,9,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,241282268014089,B0CG1PKXYZ - Defrosting Tray,"=""467638913544678""",SP Kw Scavengers - B0CG1PKXYZ,5,ENABLED,legacy,,CPC,"=""509959813141707""",SP Kw Scavengers - B0CG1PKXYZ,ENABLED,B0CG1PKXYZ,SP-9MYY-OQYR,,,,Detail Page on-Amazon,meat defroster,BROAD,meat defroster,meat defroster,0,,0,0,,,,,0,0.0,1,19.45,1,0.0,,,,0,,0,0,0.0,0,,0,0,19.03,,1,,,19.45,1,0.0,
USD,"Jan 23, 2026",4,1,2026,18,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,168395887663498,B075R3XR7Y - 4Pcs Cocktail Spoon Long,"=""373820645058239""",SpV Pt B086YGF75J - B075R3XR7Y,15,ENABLED,legacy,,CPC,"=""356063657061236""",Product,ENABLED,B075R3XR7Y,EM-5VD0-2FC5,,,,Top of Search on-Amazon,"asin=""B086YGF75J""",TARGETING_EXPRESSION,drink stirrers spoons metal,drink stirrers spoons metal,0,,0,0,,,,,0,0.0,1,9.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,9.53,,1,,,9.95,1,0.0,
USD,"Jan 24, 2026",4,1,2026,12,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,137886423153913,B0776QYR57 - Nail Swatch Sticks 200Pcs,"=""462396908340020""",SPV Kw Ex Tos Ros- nail swatch stick - B0776QYR57,25,ENABLED,legacy,3750000,CPC,"=""540171739194466""",B0776QYR57-SP-Ext-nail swatch stick,ENABLED,B0776QYR57,JA-2HQA-0I4J,,,,Top of Search on-Amazon,nail swatch stick,EXACT,nail swatch sticks,nail swatch sticks,0,,0,0,,,,,0,0.0,3,23.85,3,0.0,,,,0,,0,0,0.0,0,,0,0,24.05,,3,,,23.85,3,0.0,
USD,"Jan 23, 2026",4,1,2026,15,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""299362373048865""",SP Kw Scavenger Smile,10,ENABLED,legacy,1500000,CPC,"=""401774250700970""",SP Kw Scavenger,ENABLED,B00XVF6Z3C,II-LXDF-8CBW,,,,Other on-Amazon,spoon,BROAD,pink spoon,pink spoon,0,,0,0,,,,,0,0.0,1,8.85,1,0.0,,,,0,,0,0,0.0,0,,0,0,8.42,,1,,,8.85,1,0.0,
USD,"Jan 27, 2026",5,1,2026,9,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,137886423153913,B0776QYR57 - Nail Swatch Sticks 200Pcs,"=""514382402843504""",SP Kw Ex swatch sticks nail polish - B0776QYR57,5,ENABLED,legacy,,CPC,"=""338582812489656""",SP Kw Ex swatch sticks nail polish - B0776QYR57,ENABLED,B0776QYR57,JA-2HQA-0I4J,,,,Top of Search on-Amazon,swatch sticks nail polish,EXACT,swatch sticks nail polish,swatch sticks nail polish,0,,0,0,,,,,0,0.0,1,7.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,7.95,,1,,,7.95,1,0.0,
USD,"Jan 24, 2026",4,1,2026,17,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,258730673842577,B0917J3DBG - Hose Clamp Pliers,"=""5297652143389""",Sp Kw Ex HOSE CLAMP PLIERS - B0917J3DBG,10,ENABLED,legacy,1500000,CPC,"=""270387149916530""",Exact,ENABLED,B0917J3DBG,ZP-NXDK-UGDV,,,,Other on-Amazon,hose clamp pliers,EXACT,hose clamp pliers,hose clamp pliers,0,,0,0,,,,,0,0.0,1,14.45,1,0.0,,,,0,,0,0,0.0,0,,0,0,14.03,,1,,,14.45,1,0.0,
USD,"Jan 27, 2026",5,1,2026,10,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,197265869679869,B08V7GSSYS - Defrosting Tray,"=""365191395086475""",Sp KW Ex rel cat - B08V7GSSYS,10,ENABLED,legacy,1500000,CPC,"=""533688988887401""",Sp KW Ex rel cat low bid - B08V7GSSYS,ENABLED,B08V7GSSYS,RM-7ZKA-A5LD,,,,Other on-Amazon,"keyword-group=""Keywords related to your product category""",TARGETING_EXPRESSION,meat thawing board,meat thawing board,0,,0,0,,,,,0,0.0,1,16.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,16.95,,1,,,16.95,1,0.0,
USD,"Jan 23, 2026",4,1,2026,19,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,168395887663498,B075R3XR7Y - 4Pcs Cocktail Spoon Long,"=""314388380889725""",SP Kw Ex - cocktail stirrers - B075R3XR7Y,10,ENABLED,legacy,1500000,CPC,"=""398260292911631""",B075R3XR7Y-SP-Ext-cocktail stirrers,ENABLED,B075R3XR7Y,EM-5VD0-2FC5,,,,Top of Search on-Amazon,cocktail stirrers,EXACT,cocktail stirrer,cocktail stirrer,0,,0,0,,,,,0,0.0,1,9.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,9.53,,1,,,9.95,1,0.0,
USD,"Jan 25, 2026",4,1,2026,16,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,242962102808048,B0747DNK9C - Keychain Clips 100,"=""553240453625407""",Sp KW Br Tos +plastic+keychain+clip - B0747DNK9C,5,ENABLED,legacy,,CPC,"=""539886937946726""",Sp KW Br +plastic+keychain+clip - B0747DNK9C,ENABLED,B0747DNK9C,60-UWT3-LOAV,,,,Detail Page on-Amazon,+plastic+keychain+clip,BROAD,uxcell plastic keychain clip,uxcell plastic keychain clip,0,,0,0,,,,,0,0.0,1,7.9,1,0.0,,,,0,,0,0,0.0,0,,0,0,8.05,,1,,,7.9,1,0.0,
USD,"Jan 21, 2026",4,1,2026,8,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""299362373048865""",SP Kw Scavenger Smile,10,ENABLED,legacy,1500000,CPC,"=""401774250700970""",SP Kw Scavenger,ENABLED,B08P7RCML4,43-XCB1-IL03,,,,Detail Page on-Amazon,spoon,BROAD,dessert spoons,dessert spoons,0,,0,0,,,,,0,0.0,1,12.4,1,0.0,,,,0,,0,1,12.4,1,,0,0,11.97,,1,,,12.4,1,0.0,
USD,"Jan 22, 2026",4,1,2026,6,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,197265869679869,B08V7GSSYS - Defrosting Tray,"=""467332408328187""",SP Kw Ex meat thawing tray - B08V7GSSYS,10,ENABLED,legacy,,CPC,"=""334427089446053""",SP Kw Ex meat thawing tray - B08V7GSSYS,ENABLED,B08V7GSSYS,RM-7ZKA-A5LD,,,,Other on-Amazon,meat thawing tray,EXACT,meat thawing tray,meat thawing tray,0,,0,0,,,,,0,0.0,1,16.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,16.53,,1,,,16.95,1,0.0,
USD,"Jan 27, 2026",5,1,2026,16,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,168395887663498,B075R3XR7Y - 4Pcs Cocktail Spoon Long,"=""248883484112752""",Sp KW Ex Tos - bar spoon cocktail mixing spoon - B075R3XR7Y,5,ENABLED,legacy,,CPC,"=""180573581513880""",Exact,ENABLED,B075R3XR7Y,EM-5VD0-2FC5,,,,Top of Search on-Amazon,bar spoon cocktail mixing spoon,EXACT,bar spoon cocktail mixing spoon,bar spoon cocktail mixing spoon,0,,0,0,,,,,0,0.0,1,9.95,1,0.0,,,,0,,0,0,0.0,0,,0,0,9.95,,1,,,9.95,1,0.0,
USD,"Jan 23, 2026",4,1,2026,16,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,50564743311782,B089LDN7QW - Lobster Claw Clasps 200,"=""412885616892291""",Sp Auto CM LM - B089LDN7QW,5,ENABLED,legacy,,CPC,"=""512016475755770""",Sp Auto CM LM - B089LDN7QW,ENABLED,B089LDN7QW,ES-AXI5-X3B2,,,,Other on-Amazon,close-match,TARGETING_EXPRESSION_PREDEFINED,key chain hooks multicolor,key chain hooks multicolor,0,,0,0,,,,,0,0.0,1,9.9,1,0.0,,,,0,,0,0,0.0,0,,0,0,9.48,,1,,,9.9,1,0.0,
