Budget currency,Date,Week,Month,Year,Hour,Advertiser account ID,Advertiser account name,Ad product,Portfolio ID,Portfolio name,Campaign ID,Campaign name,Campaign budget amount,Campaign delivery status,Campaign bid strategy,Campaign rule amount,Campaign cost type,Ad group ID,Ad group name,Ad group delivery status,Advertised product ID,Advertised product SKU,Placement Name,Placement size,Site or app,Placement classification,Target value,Target match type,Search term,Matched target,Impressions,Invalid impression rate,Clicks,Invalid clicks,Viewable CTR (vCTR),CTR,CPC,Viewable rate,Viewable impressions,Total cost,Purchases (all views),Sales (all views),Units sold (all views),Cost per purchase (all views),Purchase rate (all views),Purchase rate over clicks (all views),ROAS (all views),Purchases (new to brand),Purchase rate (new to brand),Detail page views,"Purchases (halo, all views)","Sales (halo, all views)","Units sold (halo, all views)",Detail page view rate,Add to cart,Add to list,Long-term sales,Long-term ROAS,Purchases (combined),ROAS (combined),ROAS from clicks (combined),Sales (combined),Units sold (combined),Cost per purchase (combined),Purchase rate (combined)
USD,"Jan 25, 2026",4,1,2026,10,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,262748048471959,B071VTG4V7 - Nail Floor Protectors 100,"=""451383510702136""",Sp Kw Br List - B071VTG4V7,4,ENABLED,legacy,,CPC,"=""338035724050789""",Sp Kw Br List - B071VTG4V7,ENABLED,B071VTG4V7,OM-GZ9W-B2JG,UNKNOWN,,Unknown,Detail Page on-Amazon,nail+furniture+glides,BROAD,x-protector nail on furniture glides,x-protector nail on furniture glides,2,0.0%,1,1,,50.0%,0.2,,0,0.2,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,15,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,82441333121492,B0F3VYNNP9 - Colorful Lobster Claw Clasps,"=""523647632479324""",SP Kw Ex HV List [low bid] - B0F3VYNNP9,5,ENABLED,legacy,,CPC,"=""524478678191952""",SP Kw Ex HV List [low bid] - B0F3VYNNP9,ENABLED,B0F3VYNNP9,SI-ZDU9-NCMG,UNKNOWN,,Unknown,Other on-Amazon,lobster claw clasps for keychains,EXACT,lobster claw clasps for keychains,lobster claw clasps for keychains,4,0.0%,1,0,,25.0%,0.37,,0,0.37,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,15,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""346610041611823""",Sp Pt Sug Cat List Scavenger,10,ENABLED,legacy,,CPC,"=""535922178927393""",Sp Pt Sug Cat List Scavenger,ENABLED,B077N229T6,LV-JRO3-X3S6,UNKNOWN,,Unknown,Detail Page on-Amazon,"category=""Iced Tea Spoons""",TARGETING_EXPRESSION,B0DXBS7LQX,B0DXBS7LQX,1,0.0%,1,0,,100.0%,0.13,,0,0.13,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 24, 2026",4,1,2026,12,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,273587567594476,B08PKPR7LP - 8Pcs Cocktail Spoon Long,"=""322462466565877""",Sp Pt B086YGF75J - B08PKPR7LP,12,ENABLED,legacy,,CPC,"=""311671264750557""",Sp Pt B086YGF75J - B08PKPR7LP,ENABLED,B08PKPR7LP,TY-Q1XV-A8N7,UNKNOWN,,Unknown,Top of Search on-Amazon,"asin=""B086YGF75J""",TARGETING_EXPRESSION,B086YGF75J,B086YGF75J,3,0.0%,1,0,,33.3333%,0.7,,0,0.7,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 23, 2026",4,1,2026,2,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""299362373048865""",SP Kw Scavenger Smile,10,ENABLED,legacy,1500000,CPC,"=""401774250700970""",SP Kw Scavenger,ENABLED,B08P7RCML4,43-XCB1-IL03,UNKNOWN,,Unknown,Detail Page on-Amazon,cute set,BROAD,cute silverware set,cute silverware set,4,0.0%,1,0,,25.0%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 23, 2026",4,1,2026,19,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,137886423153913,B0776QYR57 - Nail Swatch Sticks 200Pcs,"=""554325808343863""",SP Kw Ex - nail color swatches - B0776QYR57,13,ENABLED,legacy,,CPC,"=""325311337027149""",B0776QYR57-SP-Ext-nail color swatches,ENABLED,B0776QYR57,JA-2HQA-0I4J,UNKNOWN,,Unknown,Top of Search on-Amazon,nail color swatches,EXACT,nail color swatches,nail color swatches,3,25.0%,2,0,,66.6667%,0.45,,0,0.9,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,11,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,208654278465169,B00XVF6Z3C - Heart spoons,"=""333447994499241""",Sp Kw Br - valentines spoons - B00XVF6Z3C,5,ENABLED,legacy,,CPC,"=""400112970619360""",Sp Kw Br - valentines spoons - B00XVF6Z3C,ENABLED,B00XVF6Z3C,II-LXDF-8CBW,UNKNOWN,,Unknown,Other on-Amazon,valentines spoons,BROAD,valentines spoons,valentines spoons,3,0.0%,1,0,,33.3333%,0.25,,0,0.25,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 23, 2026",4,1,2026,19,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,137886423153913,B0776QYR57 - Nail Swatch Sticks 200Pcs,"=""462396908340020""",SPV Kw Ex Tos Ros- nail swatch stick - B0776QYR57,25,ENABLED,legacy,3750000,CPC,"=""540171739194466""",B0776QYR57-SP-Ext-nail swatch stick,ENABLED,B0776QYR57,JA-2HQA-0I4J,UNKNOWN,,Unknown,Top of Search on-Amazon,nail swatch stick,EXACT,nails swatch sticks,nails swatch sticks,1,0.0%,1,0,,100.0%,0.5,,0,0.5,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 27, 2026",5,1,2026,19,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,137886423153913,B0776QYR57 - Nail Swatch Sticks 200Pcs,"=""494473176013978""",SP Kw Ex - nail swatch - B0776QYR57,20,ENABLED,legacy,,CPC,"=""525954610673823""",B0776QYR57-SP-Ext-nail swatch,ENABLED,B0776QYR57,JA-2HQA-0I4J,UNKNOWN,,Unknown,Top of Search on-Amazon,nail swatch,EXACT,nail swatches,nail swatches,13,13.3333%,1,0,,7.6923%,0.52,,0,0.52,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 24, 2026",4,1,2026,5,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""299362373048865""",SP Kw Scavenger Smile,10,ENABLED,legacy,1500000,CPC,"=""401774250700970""",SP Kw Scavenger,ENABLED,B0CV1571YT,A0-X54T-OL7M,UNKNOWN,,Unknown,Detail Page on-Amazon,"keyword-group=""Keywords related to your product category""",TARGETING_EXPRESSION,hotel locks for doors travel,hotel locks for doors travel,1,0.0%,1,0,,100.0%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 27, 2026",5,1,2026,13,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,73642522249597,B073QLRT3X - Feather Candy Molds,"=""360806822677851""",Sp Kw Br +feather+mold - B073QLRT3X,4,ENABLED,legacy,,CPC,"=""371603673812261""",Broad,ENABLED,B073QLRT3X,B9-F2QS-58VS,UNKNOWN,,Unknown,Top of Search on-Amazon,+feather +mold,BROAD,chocolate mold feather,chocolate mold feather,1,0.0%,1,0,,100.0%,0.3,,0,0.3,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,17,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,197265869679869,B08V7GSSYS - Defrosting Tray,"=""365191395086475""",Sp KW Ex rel cat - B08V7GSSYS,10,ENABLED,legacy,1500000,CPC,"=""533688988887401""",Sp KW Ex rel cat low bid - B08V7GSSYS,ENABLED,B08V7GSSYS,RM-7ZKA-A5LD,UNKNOWN,,Unknown,Detail Page on-Amazon,"keyword-group=""Keywords related to your product category""",TARGETING_EXPRESSION,defrosting board,defrosting board,2,50.0%,1,0,,50.0%,0.28,,0,0.28,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 24, 2026",4,1,2026,20,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,147127407122625,B08PS2Y4C8 - Viking necklace,"=""498841570447831""",SP Auto CM LM - B08PS2Y4C8,3,ENABLED,legacy,,CPC,"=""424585235641252""",SP Auto CM LM - B08PS2Y4C8,ENABLED,B08PS2Y4C8,UY-7DTM-2V40,UNKNOWN,,Unknown,Other on-Amazon,loose-match,TARGETING_EXPRESSION_PREDEFINED,lotr medallion for photo,lotr medallion for photo,1,0.0%,1,0,,100.0%,0.25,,0,0.25,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 26, 2026",5,1,2026,16,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,183465943838049,B073VH6FRJ - Black Mesh Bags Drawstring 5,"=""470087697759341""",SP Kw Ex - net bag - B073VH6FRJ,5,ENABLED,legacy,,CPC,"=""372356987340067""",B073VH6FRJ-SP-Ext-net bag,ENABLED,B073VH6FRJ,YY-8BE8-9EIL,UNKNOWN,,Unknown,Detail Page on-Amazon,net bag,EXACT,net bag,net bag,13,27.7778%,1,0,,7.6923%,0.3,,0,0.3,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 24, 2026",4,1,2026,16,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,258730673842577,B0917J3DBG - Hose Clamp Pliers,"=""411090563081944""",Sp Kw Br +hose+clamp+pliers - B0917J3DBG,6,ENABLED,legacy,,CPC,"=""430105112312244""",Sp Kw Br +HOSE +CLAMP +PLIERS - B0917J3DBG,ENABLED,B0917J3DBG,ZP-NXDK-UGDV,UNKNOWN,,Unknown,Top of Search on-Amazon,+hose+clamp+pliers,BROAD,coolant hose clamp pliers,coolant hose clamp pliers,1,0.0%,1,0,,100.0%,0.6,,0,0.6,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 24, 2026",4,1,2026,10,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,70692716392228,B08PFP1P1H - Red Crabs,"=""317822163220951""",SP Kw Br +crab+decor - B08PFP1P1H,7,ENABLED,legacy,,CPC,"=""538249216893484""",SP Kw Br +crab+decor - B08PFP1P1H,ENABLED,B08PFP1P1H,IK-4CG8-4UX1,UNKNOWN,,Unknown,Other on-Amazon,+crab+decor,BROAD,crab feed decorations,crab feed decorations,1,0.0%,1,0,,100.0%,0.49,,0,0.49,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,9,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,137886423153913,B0776QYR57 - Nail Swatch Sticks 200Pcs,"=""554325808343863""",SP Kw Ex - nail color swatches - B0776QYR57,13,ENABLED,legacy,,CPC,"=""325311337027149""",B0776QYR57-SP-Ext-nail color swatches,ENABLED,B0776QYR57,JA-2HQA-0I4J,UNKNOWN,,Unknown,Top of Search on-Amazon,nail color swatches,EXACT,nail color swatches,nail color swatches,3,0.0%,1,0,,33.3333%,0.58,,0,0.58,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,13,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,137886423153913,B0776QYR57 - Nail Swatch Sticks 200Pcs,"=""554325808343863""",SP Kw Ex - nail color swatches - B0776QYR57,13,ENABLED,legacy,,CPC,"=""325311337027149""",B0776QYR57-SP-Ext-nail color swatches,ENABLED,B0776QYR57,JA-2HQA-0I4J,UNKNOWN,,Unknown,Top of Search on-Amazon,nail color swatches,EXACT,nail color swatches,nail color swatches,11,8.3333%,1,0,,9.0909%,0.45,,0,0.45,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,19,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,137886423153913,B0776QYR57 - Nail Swatch Sticks 200Pcs,"=""494473176013978""",SP Kw Ex - nail swatch - B0776QYR57,20,ENABLED,legacy,,CPC,"=""525954610673823""",B0776QYR57-SP-Ext-nail swatch,ENABLED,B0776QYR57,JA-2HQA-0I4J,UNKNOWN,,Unknown,Top of Search on-Amazon,nail swatch,EXACT,nail swatch,nail swatch,7,0.0%,1,0,,14.2857%,0.72,,0,0.72,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,18,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""299362373048865""",SP Kw Scavenger Smile,10,ENABLED,legacy,1500000,CPC,"=""401774250700970""",SP Kw Scavenger,ENABLED,B0DVC8DY34,JL-BBHP-DXMT,UNKNOWN,,Unknown,Detail Page on-Amazon,pastel highlighter,BROAD,pastel highlighters,pastel highlighters,1,0.0%,1,0,,100.0%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 23, 2026",4,1,2026,2,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,257457660740854,B08PDLTLDV - Waterproof case,"=""492915895589838""",SP PT Scavengers - B08PDLTLDV,5,ENABLED,legacy,,CPC,"=""492340017334975""",SP PT Scavengers - B08PDLTLDV,ENABLED,B08PDLTLDV,OR-VIJN-4RCE,UNKNOWN,,Unknown,Other on-Amazon,"asin=""B07Z6XBYJT""",TARGETING_EXPRESSION,socket case,socket case,1,0.0%,1,0,,100.0%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 26, 2026",5,1,2026,19,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""299362373048865""",SP Kw Scavenger Smile,10,ENABLED,legacy,1500000,CPC,"=""401774250700970""",SP Kw Scavenger,ENABLED,B0B6FYGWS1,IA-0988-99K2,UNKNOWN,,Unknown,Detail Page on-Amazon,"keyword-group=""Keywords related to your product category""",TARGETING_EXPRESSION,crab bath toy,crab bath toy,1,0.0%,1,0,,100.0%,0.08,,0,0.08,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,8,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,183465943838049,B073VH6FRJ - Black Mesh Bags Drawstring 5,"=""93448864284172""",SP Auto Low bid - B073VH6FRJ,5,ENABLED,legacy,,CPC,"=""188992017928180""",Ad group,ENABLED,B073VH6FRJ,YY-8BE8-9EIL,UNKNOWN,,Unknown,Other on-Amazon,substitutes,TARGETING_EXPRESSION_PREDEFINED,B0DDC8ZRQ3,B0DDC8ZRQ3,1,0.0%,1,0,,100.0%,0.18,,0,0.18,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 23, 2026",4,1,2026,8,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,151517480097056,B0CMQY8L5X - 100 Pcs Cross Nail Charms,"=""305720133121670""",SP Kw Br +nail+charms - B0CMQY8L5X,5,ENABLED,legacy,,CPC,"=""460082070452106""",SP Kw Br +nail+charms - B0CMQY8L5X,ENABLED,B0CMQY8L5X,BQ-OBU0-RU8S,UNKNOWN,,Unknown,Detail Page on-Amazon,+nail+charms,BROAD,nail charms and gems,nail charms and gems,3,0.0%,1,0,,33.3333%,0.13,,0,0.13,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,20,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""299362373048865""",SP Kw Scavenger Smile,10,ENABLED,legacy,1500000,CPC,"=""401774250700970""",SP Kw Scavenger,ENABLED,B0DKC5899Z,RQ-V550-5CL7,UNKNOWN,,Unknown,Detail Page on-Amazon,small spoon,BROAD,small spoons,small spoons,1,0.0%,1,0,,100.0%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 27, 2026",5,1,2026,15,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,137886423153913,B0776QYR57 - Nail Swatch Sticks 200Pcs,"=""554325808343863""",SP Kw Ex - nail color swatches - B0776QYR57,13,ENABLED,legacy,,CPC,"=""325311337027149""",B0776QYR57-SP-Ext-nail color swatches,ENABLED,B0776QYR57,JA-2HQA-0I4J,UNKNOWN,,Unknown,Top of Search on-Amazon,nail color swatches,EXACT,nail color swatches,nail color swatches,8,11.1111%,2,0,,25.0%,0.38,,0,0.76,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 24, 2026",4,1,2026,16,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,168395887663498,B075R3XR7Y - 4Pcs Cocktail Spoon Long,"=""248883484112752""",Sp KW Ex Tos - bar spoon cocktail mixing spoon - B075R3XR7Y,5,ENABLED,legacy,,CPC,"=""180573581513880""",Exact,ENABLED,B075R3XR7Y,EM-5VD0-2FC5,UNKNOWN,,Unknown,Top of Search on-Amazon,bar spoon cocktail mixing spoon,EXACT,bar spoon cocktail mixing spoon,bar spoon cocktail mixing spoon,1,0.0%,1,0,,100.0%,0.85,,0,0.85,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,22,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,137886423153913,B0776QYR57 - Nail Swatch Sticks 200Pcs,"=""402416760984794""",Sp KW Br +nail+swatch+sticks - B0776QYR57,7,ENABLED,legacy,,CPC,"=""393089500691090""",Sp KW Br - Nail Swatch Sticks - B0776QYR57,ENABLED,B0776QYR57,JA-2HQA-0I4J,UNKNOWN,,Unknown,Top of Search on-Amazon,+nail+swatch+sticks,BROAD,transparent nail swatches sticks,transparent nail swatches sticks,1,0.0%,1,0,,100.0%,0.55,,0,0.55,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,0,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,151517480097056,B0CMQY8L5X - 100 Pcs Cross Nail Charms,"=""556268532373027""",Sp Kw Ex - cross nail charms - B0CMQY8L5X,3,ENABLED,legacy,,CPC,"=""399187761195201""",Sp Kw Ex Ros - cross nail charms - B0CMQY8L5X,ENABLED,B0CMQY8L5X,BQ-OBU0-RU8S,UNKNOWN,,Unknown,Other on-Amazon,cross nail charms,EXACT,cross nail charms,cross nail charms,1,0.0%,1,0,,100.0%,0.0,,0,0.0,0,0.0,0,,0.0%,0.0%,,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,,0,,,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,12,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,273587567594476,B08PKPR7LP - 8Pcs Cocktail Spoon Long,"=""551862428811578""",Sp Kw Br +stirring+spoons - B08PKPR7LP,10,ENABLED,legacy,,CPC,"=""287313508766238""",Sp Kw Br stirring spoons - B08PKPR7LP,ENABLED,B08PKPR7LP,TY-Q1XV-A8N7,UNKNOWN,,Unknown,Top of Search on-Amazon,+stirring+spoons,BROAD,silver stir spoons,silver stir spoons,1,0.0%,1,0,,100.0%,1.09,,0,1.09,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 23, 2026",4,1,2026,10,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,257457660740854,B08PDLTLDV - Waterproof case,"=""492915895589838""",SP PT Scavengers - B08PDLTLDV,5,ENABLED,legacy,,CPC,"=""492340017334975""",SP PT Scavengers - B08PDLTLDV,ENABLED,B08PDLTLDV,OR-VIJN-4RCE,UNKNOWN,,Unknown,Detail Page on-Amazon,"asin=""B0C4VPQZNH""",TARGETING_EXPRESSION,B0C4VPQZNH,B0C4VPQZNH,1,0.0%,1,0,,100.0%,0.12,,0,0.12,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 26, 2026",5,1,2026,17,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,258730673842577,B0917J3DBG - Hose Clamp Pliers,"=""5297652143389""",Sp Kw Ex HOSE CLAMP PLIERS - B0917J3DBG,10,ENABLED,legacy,1500000,CPC,"=""270387149916530""",Exact,ENABLED,B0917J3DBG,ZP-NXDK-UGDV,UNKNOWN,,Unknown,Detail Page on-Amazon,hose clamp pliers,EXACT,hose clamp pliers,hose clamp pliers,7,0.0%,1,0,,14.2857%,0.03,,0,0.03,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 27, 2026",5,1,2026,6,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,70692716392228,B08PFP1P1H - Red Crabs,"=""317822163220951""",SP Kw Br +crab+decor - B08PFP1P1H,7,ENABLED,legacy,,CPC,"=""538249216893484""",SP Kw Br +crab+decor - B08PFP1P1H,ENABLED,B08PFP1P1H,IK-4CG8-4UX1,UNKNOWN,,Unknown,Other on-Amazon,+crab+decor,BROAD,crabs decor,crabs decor,1,0.0%,1,0,,100.0%,0.0,,0,0.0,0,0.0,0,,0.0%,0.0%,,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,,0,,,0.0,0,,0.0%
USD,"Jan 23, 2026",4,1,2026,23,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""299362373048865""",SP Kw Scavenger Smile,10,ENABLED,legacy,1500000,CPC,"=""401774250700970""",SP Kw Scavenger,ENABLED,B09ZHSVH6B,V0-UZZX-Y65R,UNKNOWN,,Unknown,Detail Page on-Amazon,best spoon tea,BROAD,cute cutlery set,cute cutlery set,2,0.0%,1,0,,50.0%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,13,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""346610041611823""",Sp Pt Sug Cat List Scavenger,10,ENABLED,legacy,,CPC,"=""535922178927393""",Sp Pt Sug Cat List Scavenger,ENABLED,B00XVF6Z3C,II-LXDF-8CBW,UNKNOWN,,Unknown,Other on-Amazon,"category=""Serving Tablespoons""",TARGETING_EXPRESSION,heart spoons,heart spoons,13,7.1429%,1,0,,7.6923%,0.21,,0,0.21,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
